"x"
"Abies balsamea"
"Viola canadensis var. rugulosa"
"Viola labradorica"
"Viola macloskeyi"
"Viola nephrophylla"
"Viola nuttallii"
"Viola palustris"
"Viola pedatifida"
"Viola pubescens"
"Viola pubescens var. scabriuscula"
"Viola renifolia"
"Viola selkirkii"
"Viola sororia"
"Viola tricolor"
"Viola tricolor var. tricolor"
"Viola vallicola"
"Vitis riparia"
"Vulpia"
"Vulpia octoflora"
"Vulpia octoflora var. octoflora"
"Vulpia sciurea"
"Weissia controversa"
"Weissia muhlenbergiana"
"Weissia phascopsis"
"Wolffia columbiana"
"Woodsia alpina"
"Woodsia glabella"
"Woodsia ilvensis"
"Woodsia oregana"
"Woodsia oregana subsp. cathcartiana"
"Woodsia oregana subsp. oregana"
"Woodsia scopulina"
"Woodsia scopulina subsp. scopulina"
"Xanthisma grindelioides"
"Xanthisma grindelioides var. grindeloides"
"Xanthisma spinulosum"
"Xanthisma spinulosum var. spinulosum"
"Xanthium spinosum"
"Xanthium strumarium"
"Zannichellia palustris"
"Zigadenus elegans"
"Zigadenus venenosus var. gramineus"
"Zizania"
"Zizania palustris"
"Zizania palustris var. interior"
"×achnella"
"×achnella caduca"
"×elyhordeum"
"×elyhordeum jordalii"
"×elyhordeum macounii"
"×elyleymus"
"×elyleymus hirtiflorus"
"×elyleymus hultenii"
"×elyleymus jamesensis"
"×elyleymus mossii"
"×elyleymus ontariensis"
"×elyleymus turneri"
"×elyleymus uclueletensis"
